TransactionID,Date,CustomerID,ProductID,Branch,Quantity,UnitPrice,SalesAmount,Rating,ReviewCategory
TXN017639,2023-12-11,CUST00405,PRD0273,Hail,6,357.91,2147.46,2,Poor
TXN017640,2023-04-18,CUST01282,PRD0167,Madinah,1,211.87,211.87,4,Good
TXN017641,2021-12-17,CUST02995,PRD0110,Riyadh South,11,170.57,1876.27,4,Poor
TXN017642,2023-11-02,CUST01623,PRD0586,Riyadh North,3,327.55,982.65,4,Poor
TXN017643,2020-07-06,CUST00062,PRD0491,Tabuk,2,465.07,930.14,4,Good
TXN017644,2022-06-07,CUST04603,PRD0438,Madinah,9,130.52,1174.68,5,Average
TXN017645,2022-10-28,CUST03769,PRD0382,Dammam,2,216.65,433.3,2,Excellent
TXN017646,2022-04-21,CUST01109,PRD0319,Abha,4,425.19,1700.76,3,Average
TXN017647,2020-12-07,CUST03385,PRD0760,Dammam,9,412.55,3712.95,2,Good
TXN017648,2025-04-09,CUST03822,PRD0079,Hail,12,278.93,3347.16,3,Average
TXN017649,2024-03-05,CUST03113,PRD0339,Hail,7,40.13,280.91,2,Excellent
TXN017650,2022-10-03,CUST00499,PRD0519,Makkah,8,278.57,2228.56,1,Good
TXN017651,2023-08-20,CUST01233,PRD0204,Abha,7,304.24,2129.68,1,Average
TXN017652,2025-03-30,CUST01722,PRD0275,Hail,6,269.31,1615.86,3,Poor
TXN017653,2023-07-17,CUST02223,PRD0579,Hail,12,109.46,1313.52,3,Poor
TXN017654,2019-09-09,CUST04678,PRD0642,Hail,4,379.5,1518,4,Average
TXN017655,2024-04-11,CUST00351,PRD0419,Hail,10,370.77,3707.7,4,Good
TXN017656,2021-11-01,CUST04043,PRD0452,Jeddah Central,5,442.35,2211.75,1,Excellent
TXN017657,2020-04-11,CUST00216,PRD0362,Riyadh South,4,202.27,809.08,1,Good
TXN017658,2025-07-17,CUST01285,PRD0338,Abha,11,352.88,3881.68,4,Poor
TXN017659,2023-12-13,CUST04881,PRD0096,Riyadh South,6,422.92,2537.52,2,Poor
TXN017660,2022-08-04,CUST01785,PRD0443,Abha,11,330.48,3635.28,3,Good
TXN017661,2021-04-18,CUST03641,PRD0080,Tabuk,4,452.76,1811.04,2,Good
TXN017662,2023-08-16,CUST01925,PRD0225,Madinah,1,101.52,101.52,1,Poor
TXN017663,2021-06-04,CUST04164,PRD0498,Makkah,4,338.37,1353.48,5,Average
TXN017664,2021-01-10,CUST01263,PRD0735,Madinah,5,12.38,61.9,3,Excellent
TXN017665,2022-06-26,CUST01215,PRD0564,Dammam,1,215.67,215.67,3,Good
TXN017666,2022-03-26,CUST01984,PRD0748,Dammam,9,206.21,1855.89,5,Good
TXN017667,2025-11-16,CUST01621,PRD0051,Dammam,9,410.29,3692.61,4,Excellent
TXN017668,2022-04-24,CUST02401,PRD0023,Tabuk,1,285.01,285.01,3,Good
TXN017669,2022-01-08,CUST03811,PRD0107,Tabuk,8,60.89,487.12,2,Good
TXN017670,2023-02-22,CUST02764,PRD0098,Abha,4,425.04,1700.16,4,Average
TXN017671,2023-07-18,CUST03891,PRD0729,Tabuk,6,218.57,1311.42,5,Good
TXN017672,2024-11-03,CUST00328,PRD0459,Tabuk,7,92.77,649.39,1,Poor
TXN017673,2019-11-06,CUST02529,PRD0231,Jeddah Central,11,228.22,2510.42,4,Poor
TXN017674,2021-01-28,CUST04134,PRD0628,Jeddah Central,1,477.41,477.41,2,Poor
TXN017675,2020-09-20,CUST03541,PRD0234,Tabuk,6,306.2,1837.2,4,Average
TXN017676,2021-05-21,CUST04649,PRD0293,Madinah,4,204.62,818.48,2,Excellent
TXN017677,2019-05-17,CUST04764,PRD0393,Riyadh North,7,458.99,3212.93,1,Good
TXN017678,2023-06-18,CUST02758,PRD0002,Makkah,1,408.73,408.73,3,Excellent
TXN017679,2023-08-28,CUST02087,PRD0048,Tabuk,3,356.74,1070.22,2,Good
TXN017680,2019-11-22,CUST01232,PRD0066,Tabuk,7,320.68,2244.76,1,Poor
TXN017681,2019-03-27,CUST04194,PRD0708,Jeddah Central,10,295.43,2954.3,1,Good
TXN017682,2025-11-14,CUST03438,PRD0291,Makkah,7,488.74,3421.18,2,Excellent
TXN017683,2024-02-27,CUST00373,PRD0781,Dammam,5,31.39,156.95,1,Good
TXN017684,2024-11-26,CUST04046,PRD0324,Madinah,9,232.69,2094.21,5,Average
TXN017685,2023-05-30,CUST04032,PRD0089,Makkah,6,445.95,2675.7,3,Excellent
TXN017686,2020-11-28,CUST01653,PRD0557,Riyadh North,10,348.27,3482.7,2,Good
TXN017687,2020-09-29,CUST01385,PRD0734,Riyadh South,8,104.94,839.52,2,Poor
TXN017688,2022-05-28,CUST03158,PRD0587,Dammam,12,113.98,1367.76,3,Good
TXN017689,2020-03-04,CUST03444,PRD0158,Tabuk,6,62.07,372.42,3,Good
TXN017690,2020-01-03,CUST04104,PRD0748,Madinah,11,249.02,2739.22,2,Good
TXN017691,2024-07-15,CUST02086,PRD0776,Tabuk,2,233.85,467.7,1,Average
TXN017692,2019-06-19,CUST03709,PRD0335,Riyadh South,7,358.37,2508.59,5,Poor
TXN017693,2021-04-28,CUST00654,PRD0323,Riyadh South,5,325.97,1629.85,1,Excellent
TXN017694,2022-07-18,CUST01668,PRD0142,Khobar,12,140.92,1691.04,4,Average
TXN017695,2021-12-02,CUST00890,PRD0479,Khobar,10,279.15,2791.5,2,Average
TXN017696,2025-01-26,CUST03650,PRD0230,Madinah,2,42.32,84.64,4,Excellent
TXN017697,2019-09-13,CUST02792,PRD0190,Jeddah Central,7,188.95,1322.65,2,Excellent
TXN017698,2025-05-05,CUST03678,PRD0688,Tabuk,1,63.21,63.21,2,Poor
TXN017699,2024-03-05,CUST04446,PRD0749,Riyadh South,10,451.56,4515.6,3,Average
TXN017700,2024-05-24,CUST00072,PRD0777,Riyadh North,2,419.98,839.96,4,Excellent
TXN017701,2022-02-20,CUST02538,PRD0473,Tabuk,10,169.05,1690.5,1,Poor
TXN017702,2025-09-01,CUST00125,PRD0074,Dammam,2,453.33,906.66,4,Average
TXN017703,2025-09-09,CUST00092,PRD0610,Khobar,2,268.91,537.82,4,Good
TXN017704,2024-10-12,CUST02687,PRD0695,Riyadh North,10,31.44,314.4,5,Poor
TXN017705,2021-02-13,CUST02991,PRD0594,Dammam,2,329.17,658.34,3,Good
TXN017706,2024-11-01,CUST02698,PRD0190,Khobar,8,468.73,3749.84,4,Good
TXN017707,2021-06-21,CUST01156,PRD0594,Makkah,1,430.68,430.68,2,Poor
TXN017708,2021-07-19,CUST03903,PRD0705,Hail,1,74.94,74.94,4,Excellent
TXN017709,2022-09-12,CUST00469,PRD0121,Tabuk,2,173,346,3,Excellent
TXN017710,2023-07-09,CUST02597,PRD0417,Makkah,6,140.99,845.94,1,Good
TXN017711,2019-05-28,CUST00172,PRD0323,Abha,9,139.41,1254.69,3,Excellent
TXN017712,2021-12-22,CUST04304,PRD0095,Tabuk,8,103.64,829.12,4,Average
TXN017713,2022-12-19,CUST04285,PRD0611,Dammam,12,429.6,5155.2,2,Average
TXN017714,2025-09-19,CUST02786,PRD0124,Abha,5,157.51,787.55,1,Good
TXN017715,2025-04-29,CUST02932,PRD0505,Makkah,6,270.67,1624.02,1,Poor
TXN017716,2022-10-23,CUST04197,PRD0020,Dammam,4,164.35,657.4,3,Excellent
TXN017717,2019-02-07,CUST04289,PRD0765,Abha,11,79.39,873.29,5,Good
TXN017718,2024-07-31,CUST03953,PRD0181,Makkah,8,423.13,3385.04,2,Average
TXN017719,2020-10-29,CUST03657,PRD0254,Abha,5,91.06,455.3,1,Poor
TXN017720,2022-08-19,CUST03559,PRD0366,Riyadh South,1,131.27,131.27,2,Good
TXN017721,2020-02-04,CUST00725,PRD0005,Hail,4,450.92,1803.68,1,Excellent
TXN017722,2019-07-09,CUST01669,PRD0708,Makkah,7,151.38,1059.66,1,Poor
TXN017723,2024-12-08,CUST00187,PRD0344,Riyadh South,6,326.7,1960.2,1,Average
TXN017724,2021-08-22,CUST00820,PRD0322,Abha,11,271.44,2985.84,3,Average
TXN017725,2025-12-17,CUST00001,PRD0200,Riyadh South,4,116.92,467.68,5,Average
TXN017726,2020-06-21,CUST03387,PRD0382,Khobar,1,252.57,252.57,2,Average
TXN017727,2024-02-20,CUST02639,PRD0219,Abha,4,193.48,773.92,2,Excellent
TXN017728,2024-11-29,CUST03807,PRD0487,Abha,9,197.08,1773.72,2,Average
TXN017729,2022-03-20,CUST04491,PRD0013,Makkah,10,353.59,3535.9,3,Good
TXN017730,2020-08-20,CUST04089,PRD0211,Riyadh South,1,12.09,12.09,2,Good
TXN017731,2025-03-23,CUST04425,PRD0753,Abha,10,330.81,3308.1,1,Good
TXN017732,2025-05-26,CUST04399,PRD0309,Abha,7,463.43,3244.01,3,Average
TXN017733,2023-11-24,CUST00164,PRD0623,Madinah,11,356.51,3921.61,4,Good
TXN017734,2024-10-04,CUST01500,PRD0107,Riyadh North,11,84.15,925.65,1,Excellent
TXN017735,2019-05-24,CUST02900,PRD0744,Madinah,9,462.54,4162.86,2,Average
TXN017736,2021-12-08,CUST03031,PRD0108,Riyadh North,3,275.81,827.43,4,Poor
TXN017737,2023-11-10,CUST00994,PRD0579,Khobar,5,65.5,327.5,1,Average
TXN017738,2019-03-26,CUST04735,PRD0731,Hail,7,332.82,2329.74,1,Average
TXN017739,2020-03-26,CUST03806,PRD0555,Hail,5,376.04,1880.2,4,Excellent
TXN017740,2025-09-30,CUST02253,PRD0572,Madinah,7,325.29,2277.03,2,Excellent
TXN017741,2019-11-25,CUST03175,PRD0505,Hail,8,215.38,1723.04,4,Good
TXN017742,2020-09-16,CUST01138,PRD0148,Hail,10,358.21,3582.1,5,Good
TXN017743,2019-08-29,CUST04822,PRD0068,Tabuk,3,425.8,1277.4,1,Average
TXN017744,2020-09-14,CUST02085,PRD0633,Dammam,8,441.08,3528.64,2,Poor
TXN017745,2020-01-02,CUST02015,PRD0447,Khobar,2,51.66,103.32,3,Excellent
TXN017746,2019-06-05,CUST01139,PRD0041,Hail,9,378.51,3406.59,5,Poor
TXN017747,2021-01-07,CUST00134,PRD0292,Abha,8,371.58,2972.64,5,Excellent
TXN017748,2020-04-24,CUST01124,PRD0089,Makkah,7,91.52,640.64,5,Excellent
TXN017749,2022-08-15,CUST01923,PRD0097,Riyadh North,2,357.16,714.32,2,Good
TXN017750,2019-08-24,CUST04431,PRD0242,Madinah,11,12.57,138.27,4,Good
TXN017751,2020-08-21,CUST02371,PRD0103,Makkah,7,194.68,1362.76,1,Poor
TXN017752,2022-04-25,CUST00999,PRD0721,Jeddah Central,5,260.85,1304.25,4,Average
TXN017753,2022-05-15,CUST02021,PRD0103,Tabuk,5,448.47,2242.35,3,Average
TXN017754,2022-10-02,CUST03716,PRD0708,Riyadh North,11,109.6,1205.6,1,Good
TXN017755,2024-07-05,CUST03835,PRD0161,Dammam,11,420.43,4624.73,3,Good
TXN017756,2024-03-25,CUST01136,PRD0201,Madinah,5,350.31,1751.55,5,Excellent
TXN017757,2021-10-21,CUST01461,PRD0114,Jeddah Central,11,279.79,3077.69,2,Excellent
TXN017758,2021-07-20,CUST04822,PRD0030,Khobar,7,6.8,47.6,2,Excellent
TXN017759,2019-03-06,CUST04915,PRD0182,Riyadh North,2,415.15,830.3,1,Excellent
TXN017760,2020-04-06,CUST00066,PRD0303,Dammam,2,472.3,944.6,2,Poor
TXN017761,2020-07-09,CUST03086,PRD0762,Tabuk,1,188.73,188.73,1,Good
TXN017762,2020-07-24,CUST01963,PRD0032,Makkah,11,176.19,1938.09,1,Excellent
TXN017763,2022-12-08,CUST04670,PRD0189,Riyadh North,9,287.67,2589.03,5,Poor
TXN017764,2024-04-09,CUST01879,PRD0555,Dammam,5,120.43,602.15,3,Poor
TXN017765,2019-06-08,CUST01657,PRD0170,Makkah,4,101.46,405.84,5,Good
TXN017766,2025-01-03,CUST02479,PRD0472,Makkah,5,80.54,402.7,4,Poor
TXN017767,2021-12-12,CUST04475,PRD0529,Tabuk,11,213.47,2348.17,3,Average
TXN017768,2024-03-19,CUST03062,PRD0274,Tabuk,7,93.2,652.4,5,Poor
TXN017769,2023-08-16,CUST00408,PRD0122,Madinah,1,390.15,390.15,5,Poor
TXN017770,2024-11-04,CUST00010,PRD0543,Makkah,4,494.99,1979.96,3,Poor
TXN017771,2025-02-04,CUST00616,PRD0254,Jeddah Central,1,305.49,305.49,1,Excellent
TXN017772,2022-01-23,CUST04073,PRD0198,Jeddah Central,11,225.72,2482.92,5,Excellent
TXN017773,2023-07-23,CUST01819,PRD0229,Riyadh North,12,333.87,4006.44,1,Excellent
TXN017774,2021-10-12,CUST00132,PRD0081,Tabuk,9,283.16,2548.44,5,Excellent
TXN017775,2020-07-20,CUST04141,PRD0322,Tabuk,11,453.92,4993.12,4,Excellent
TXN017776,2025-04-14,CUST01436,PRD0286,Makkah,8,73.96,591.68,2,Good
TXN017777,2021-08-24,CUST03221,PRD0253,Dammam,9,338.54,3046.86,2,Poor
TXN017778,2021-03-08,CUST01827,PRD0705,Makkah,3,425.11,1275.33,5,Poor
TXN017779,2022-11-02,CUST03326,PRD0154,Khobar,4,251.47,1005.88,1,Average
TXN017780,2021-02-22,CUST03893,PRD0719,Riyadh North,1,77.79,77.79,5,Excellent
TXN017781,2021-11-20,CUST02497,PRD0019,Riyadh South,7,478.53,3349.71,2,Excellent
TXN017782,2023-07-05,CUST03831,PRD0343,Abha,3,190.01,570.03,3,Excellent
TXN017783,2025-02-09,CUST01264,PRD0113,Riyadh North,1,242.85,242.85,5,Poor
TXN017784,2019-04-23,CUST04263,PRD0379,Abha,7,314.92,2204.44,4,Good
TXN017785,2022-12-23,CUST03043,PRD0136,Jeddah Central,5,41.18,205.9,2,Poor
TXN017786,2025-07-18,CUST01934,PRD0620,Abha,9,294.11,2646.99,2,Good
TXN017787,2019-07-11,CUST04196,PRD0235,Dammam,7,448.29,3138.03,2,Poor
TXN017788,2019-10-15,CUST03473,PRD0618,Dammam,1,424.26,424.26,5,Average
TXN017789,2021-05-30,CUST04180,PRD0287,Makkah,11,440.02,4840.22,1,Good
TXN017790,2022-11-05,CUST02594,PRD0382,Tabuk,1,305.59,305.59,3,Average
TXN017791,2022-07-14,CUST01435,PRD0587,Riyadh North,4,413.35,1653.4,1,Excellent
TXN017792,2021-09-30,CUST02445,PRD0078,Jeddah Central,7,141.56,990.92,5,Good
TXN017793,2024-12-25,CUST03693,PRD0198,Khobar,2,27.91,55.82,5,Good
TXN017794,2023-11-12,CUST00243,PRD0224,Hail,12,300.43,3605.16,2,Average
TXN017795,2019-11-06,CUST03459,PRD0777,Dammam,2,420.12,840.24,4,Average
TXN017796,2025-11-13,CUST00008,PRD0530,Dammam,9,265.19,2386.71,3,Excellent
TXN017797,2025-09-16,CUST01644,PRD0572,Abha,12,46.87,562.44,2,Excellent
TXN017798,2020-12-24,CUST02757,PRD0107,Riyadh South,7,25.1,175.7,4,Excellent
TXN017799,2024-02-06,CUST03340,PRD0295,Dammam,2,98.42,196.84,2,Excellent
TXN017800,2019-10-25,CUST03697,PRD0302,Riyadh North,5,238.95,1194.75,5,Excellent
TXN017801,2021-03-10,CUST02972,PRD0215,Hail,12,381.78,4581.36,3,Excellent
TXN017802,2025-10-06,CUST03555,PRD0517,Riyadh South,2,119.48,238.96,2,Good
TXN017803,2020-08-16,CUST03085,PRD0387,Abha,7,91.54,640.78,3,Excellent
TXN017804,2025-04-29,CUST00643,PRD0358,Madinah,6,167.7,1006.2,1,Good
TXN017805,2019-03-21,CUST01670,PRD0526,Dammam,9,268.62,2417.58,1,Excellent
TXN017806,2023-05-04,CUST04003,PRD0362,Dammam,9,102.75,924.75,4,Poor
TXN017807,2025-10-09,CUST04072,PRD0083,Riyadh South,1,256.83,256.83,1,Poor
TXN017808,2019-10-27,CUST03456,PRD0477,Riyadh North,4,383.3,1533.2,2,Good
TXN017809,2022-10-02,CUST00493,PRD0662,Madinah,12,129.71,1556.52,5,Excellent
TXN017810,2020-12-18,CUST02529,PRD0027,Riyadh South,6,435,2610,5,Poor
TXN017811,2019-10-15,CUST01700,PRD0055,Hail,5,145.87,729.35,4,Excellent
TXN017812,2019-09-24,CUST01506,PRD0634,Tabuk,4,68.32,273.28,1,Good
TXN017813,2021-08-16,CUST01232,PRD0716,Riyadh North,5,477.14,2385.7,4,Excellent
TXN017814,2020-02-18,CUST00218,PRD0189,Jeddah Central,1,428.79,428.79,1,Average
TXN017815,2025-01-12,CUST02345,PRD0684,Jeddah Central,4,455.43,1821.72,5,Excellent
TXN017816,2021-11-03,CUST01501,PRD0416,Riyadh South,5,39.29,196.45,1,Poor
TXN017817,2021-07-15,CUST02006,PRD0118,Tabuk,7,469.58,3287.06,3,Average
TXN017818,2020-09-15,CUST01992,PRD0344,Riyadh South,10,452.24,4522.4,4,Excellent
TXN017819,2024-12-08,CUST02609,PRD0297,Riyadh South,6,52.84,317.04,5,Excellent
TXN017820,2022-03-17,CUST03367,PRD0266,Hail,5,323.64,1618.2,2,Average
TXN017821,2021-05-08,CUST03160,PRD0399,Jeddah Central,1,468.46,468.46,4,Poor
TXN017822,2020-11-19,CUST00117,PRD0162,Riyadh North,6,282.98,1697.88,1,Average
TXN017823,2020-06-25,CUST01499,PRD0097,Dammam,9,58.91,530.19,3,Average
TXN017824,2022-01-07,CUST03083,PRD0581,Riyadh South,12,457.5,5490,3,Excellent
TXN017825,2022-01-17,CUST01603,PRD0536,Riyadh North,5,55.08,275.4,1,Good
TXN017826,2021-09-28,CUST01090,PRD0501,Hail,7,303.03,2121.21,3,Average
TXN017827,2025-08-01,CUST04697,PRD0374,Dammam,1,203.86,203.86,5,Poor
TXN017828,2025-07-15,CUST02424,PRD0578,Jeddah Central,8,69.54,556.32,2,Good
TXN017829,2025-11-18,CUST00424,PRD0710,Jeddah Central,8,336.81,2694.48,2,Excellent
TXN017830,2019-05-21,CUST00777,PRD0203,Madinah,10,297.28,2972.8,1,Poor
TXN017831,2024-10-12,CUST04410,PRD0548,Riyadh South,9,199.75,1797.75,3,Excellent
TXN017832,2019-04-02,CUST03445,PRD0535,Abha,9,261.58,2354.22,4,Good
TXN017833,2021-04-16,CUST02058,PRD0598,Jeddah Central,12,16.75,201,4,Poor
TXN017834,2020-07-27,CUST03235,PRD0066,Tabuk,9,110.93,998.37,2,Poor
TXN017835,2020-05-14,CUST04405,PRD0238,Jeddah Central,9,418.98,3770.82,3,Poor
TXN017836,2023-10-21,CUST02700,PRD0102,Abha,1,379,379,5,Good
TXN017837,2019-10-28,CUST02299,PRD0207,Riyadh South,7,140.68,984.76,2,Average
TXN017838,2022-04-25,CUST03615,PRD0568,Jeddah Central,9,399.11,3591.99,5,Poor
TXN017839,2020-04-26,CUST00983,PRD0124,Dammam,5,391.49,1957.45,1,Good
TXN017840,2024-07-26,CUST02425,PRD0100,Dammam,2,142.06,284.12,1,Poor
TXN017841,2019-11-22,CUST00616,PRD0301,Dammam,5,29.2,146,2,Excellent
TXN017842,2019-11-24,CUST00208,PRD0475,Riyadh North,2,103.18,206.36,1,Good
TXN017843,2025-10-03,CUST01430,PRD0656,Khobar,10,80.95,809.5,2,Excellent
TXN017844,2019-09-18,CUST02387,PRD0647,Hail,8,401.74,3213.92,2,Good
TXN017845,2024-03-02,CUST03912,PRD0215,Khobar,9,421.24,3791.16,3,Average
TXN017846,2020-09-04,CUST02620,PRD0146,Jeddah Central,5,90.43,452.15,3,Excellent
TXN017847,2023-05-13,CUST03440,PRD0600,Dammam,4,492.76,1971.04,2,Poor
TXN017848,2024-05-15,CUST01699,PRD0456,Jeddah Central,8,480.69,3845.52,1,Good
TXN017849,2020-11-23,CUST00944,PRD0385,Madinah,7,290.37,2032.59,1,Good
TXN017850,2024-08-07,CUST04107,PRD0123,Hail,9,31.7,285.3,2,Poor
TXN017851,2023-04-07,CUST04136,PRD0537,Madinah,4,136.11,544.44,5,Excellent
TXN017852,2025-03-20,CUST02154,PRD0269,Jeddah Central,11,79.03,869.33,1,Good
TXN017853,2023-05-30,CUST03927,PRD0695,Dammam,10,152.45,1524.5,3,Good
TXN017854,2019-08-28,CUST03157,PRD0722,Riyadh North,11,198.64,2185.04,5,Average
TXN017855,2022-08-25,CUST01179,PRD0534,Abha,1,64.92,64.92,5,Good
TXN017856,2020-05-02,CUST02974,PRD0727,Abha,4,291.87,1167.48,2,Average
TXN017857,2025-01-10,CUST01284,PRD0289,Dammam,6,307.77,1846.62,3,Poor
TXN017858,2025-03-06,CUST01365,PRD0746,Khobar,9,225.08,2025.72,5,Poor
TXN017859,2021-01-04,CUST03376,PRD0397,Dammam,2,274.05,548.1,2,Excellent
TXN017860,2019-04-08,CUST00797,PRD0193,Tabuk,1,166.03,166.03,4,Average
TXN017861,2019-04-08,CUST04015,PRD0063,Makkah,11,143.98,1583.78,2,Average
TXN017862,2019-09-30,CUST04308,PRD0249,Tabuk,9,259.67,2337.03,3,Poor
TXN017863,2023-01-26,CUST04212,PRD0207,Jeddah Central,11,63.32,696.52,5,Good
TXN017864,2024-11-14,CUST00368,PRD0467,Khobar,4,106.89,427.56,5,Good
TXN017865,2019-05-25,CUST04081,PRD0113,Madinah,12,270.89,3250.68,2,Average
TXN017866,2022-09-27,CUST01281,PRD0232,Hail,8,190.4,1523.2,2,Average
TXN017867,2019-05-05,CUST01408,PRD0431,Abha,2,389.01,778.02,2,Poor
TXN017868,2019-03-08,CUST01149,PRD0024,Hail,9,198.7,1788.3,4,Average
TXN017869,2025-04-24,CUST03326,PRD0398,Tabuk,8,34.33,274.64,5,Average
TXN017870,2025-05-19,CUST02307,PRD0766,Riyadh North,12,29.98,359.76,4,Average
TXN017871,2025-07-17,CUST00227,PRD0083,Dammam,3,272.54,817.62,2,Poor
TXN017872,2024-10-13,CUST00956,PRD0002,Makkah,8,285.85,2286.8,1,Average
TXN017873,2022-08-12,CUST04925,PRD0508,Riyadh North,4,48.14,192.56,2,Average
TXN017874,2024-01-18,CUST02996,PRD0555,Dammam,3,330.92,992.76,4,Average
TXN017875,2023-05-12,CUST02736,PRD0502,Dammam,10,9.81,98.1,5,Average
TXN017876,2019-05-04,CUST00439,PRD0441,Riyadh North,6,493.03,2958.18,1,Good
TXN017877,2023-09-06,CUST04593,PRD0327,Makkah,6,240.71,1444.26,4,Average
TXN017878,2021-07-03,CUST00804,PRD0123,Dammam,12,20.22,242.64,1,Good
TXN017879,2023-01-01,CUST03618,PRD0147,Dammam,1,398.31,398.31,1,Excellent
TXN017880,2021-01-25,CUST03245,PRD0496,Riyadh South,3,216.04,648.12,5,Good
TXN017881,2020-09-25,CUST00891,PRD0183,Riyadh North,9,386.83,3481.47,5,Poor
TXN017882,2020-09-07,CUST04250,PRD0013,Makkah,2,46.57,93.14,1,Average
TXN017883,2022-04-21,CUST02846,PRD0103,Makkah,3,25.81,77.43,2,Average
TXN017884,2023-04-27,CUST01658,PRD0637,Madinah,9,309.96,2789.64,2,Excellent
TXN017885,2025-04-05,CUST00053,PRD0516,Dammam,9,155.2,1396.8,3,Poor
TXN017886,2025-05-21,CUST04861,PRD0321,Khobar,4,331.57,1326.28,3,Good
TXN017887,2025-12-10,CUST02610,PRD0074,Riyadh South,5,149.6,748,1,Poor
TXN017888,2022-03-05,CUST03735,PRD0184,Riyadh South,5,488.45,2442.25,3,Poor
TXN017889,2024-01-20,CUST00941,PRD0111,Madinah,12,401.89,4822.68,4,Average
TXN017890,2020-02-16,CUST04194,PRD0148,Tabuk,12,26.42,317.04,2,Average
TXN017891,2020-09-03,CUST02695,PRD0557,Madinah,7,173.79,1216.53,1,Poor
TXN017892,2020-04-02,CUST03497,PRD0749,Riyadh South,11,388.68,4275.48,4,Poor
TXN017893,2020-09-22,CUST02898,PRD0516,Jeddah Central,11,71.57,787.27,1,Poor
TXN017894,2023-12-04,CUST03438,PRD0065,Dammam,4,401.35,1605.4,3,Average
TXN017895,2024-10-04,CUST04231,PRD0553,Riyadh South,8,158.35,1266.8,4,Average
TXN017896,2022-01-31,CUST04198,PRD0199,Riyadh South,3,327.25,981.75,5,Poor
TXN017897,2025-02-16,CUST01368,PRD0278,Tabuk,1,408.34,408.34,2,Poor
TXN017898,2021-03-11,CUST02149,PRD0778,Hail,9,41.03,369.27,1,Excellent
TXN017899,2020-06-30,CUST03719,PRD0382,Hail,6,47.96,287.76,5,Average
TXN017900,2025-02-15,CUST01822,PRD0489,Dammam,11,134.88,1483.68,4,Average
TXN017901,2023-08-26,CUST01340,PRD0058,Riyadh North,6,273.58,1641.48,2,Excellent
TXN017902,2025-04-29,CUST01072,PRD0611,Tabuk,6,42.66,255.96,5,Good
TXN017903,2021-02-15,CUST03035,PRD0455,Abha,6,31.32,187.92,3,Average
TXN017904,2020-01-12,CUST01621,PRD0088,Dammam,5,126.83,634.15,3,Good
TXN017905,2024-03-28,CUST03759,PRD0441,Riyadh South,5,166.09,830.45,3,Excellent
TXN017906,2022-01-18,CUST02803,PRD0632,Abha,4,422.08,1688.32,4,Good
TXN017907,2023-06-22,CUST02910,PRD0428,Khobar,12,184.38,2212.56,5,Average
TXN017908,2025-02-27,CUST01280,PRD0001,Madinah,11,360.12,3961.32,5,Good
TXN017909,2025-07-27,CUST00331,PRD0598,Makkah,6,71.43,428.58,5,Excellent
TXN017910,2024-05-28,CUST04874,PRD0528,Riyadh North,1,332.56,332.56,1,Average
TXN017911,2025-02-03,CUST02768,PRD0146,Madinah,8,253.9,2031.2,5,Good
TXN017912,2023-07-30,CUST01478,PRD0309,Dammam,12,161.52,1938.24,4,Excellent
TXN017913,2022-04-04,CUST03134,PRD0144,Riyadh South,6,58.81,352.86,1,Average
TXN017914,2020-04-26,CUST00321,PRD0720,Abha,3,180.23,540.69,3,Poor
TXN017915,2019-04-23,CUST01703,PRD0228,Abha,9,315.97,2843.73,3,Poor
TXN017916,2022-09-20,CUST00261,PRD0628,Riyadh North,5,104.76,523.8,2,Excellent
TXN017917,2020-12-20,CUST01160,PRD0384,Jeddah Central,6,459.63,2757.78,5,Poor
TXN017918,2025-03-30,CUST00004,PRD0270,Dammam,12,147.16,1765.92,5,Excellent
TXN017919,2021-03-14,CUST00461,PRD0763,Tabuk,6,275.47,1652.82,2,Excellent
TXN017920,2019-09-12,CUST04362,PRD0567,Dammam,11,227.42,2501.62,5,Good
TXN017921,2023-01-14,CUST00682,PRD0008,Dammam,6,52.63,315.78,1,Average
TXN017922,2025-11-10,CUST00477,PRD0325,Hail,10,65.28,652.8,4,Good
TXN017923,2025-09-30,CUST03978,PRD0155,Madinah,4,155.18,620.72,5,Excellent
TXN017924,2021-08-17,CUST02216,PRD0371,Hail,8,69.15,553.2,4,Good
TXN017925,2023-04-01,CUST00446,PRD0028,Riyadh South,12,477.61,5731.32,1,Average
TXN017926,2024-05-03,CUST03623,PRD0469,Khobar,4,389.91,1559.64,3,Good
TXN017927,2023-01-18,CUST01425,PRD0657,Madinah,7,201.41,1409.87,2,Excellent
TXN017928,2023-07-12,CUST00425,PRD0162,Hail,7,94.59,662.13,4,Poor
TXN017929,2025-07-03,CUST00697,PRD0395,Hail,4,483.65,1934.6,3,Poor
TXN017930,2019-02-05,CUST02344,PRD0386,Madinah,6,40,240,4,Average
TXN017931,2022-09-16,CUST04503,PRD0684,Dammam,10,294.41,2944.1,2,Excellent
TXN017932,2019-02-25,CUST01247,PRD0531,Riyadh North,6,288.34,1730.04,5,Good
TXN017933,2025-05-07,CUST01215,PRD0367,Tabuk,2,170.77,341.54,3,Average
TXN017934,2019-03-18,CUST00522,PRD0730,Khobar,11,346.75,3814.25,4,Good
TXN017935,2019-09-16,CUST00765,PRD0204,Riyadh South,3,306.78,920.34,2,Average
TXN017936,2025-07-04,CUST00096,PRD0047,Riyadh South,8,340.18,2721.44,5,Poor
